# minichess opening book export
# format_version	1
# store	book
# db_schema_version	2
# eval_version	1
# rows	92678
# sorted by (fen, rank); no timestamp, so an unchanged book re-exports identically
# fen	ply	rank	move	score	depth	eval_version
5k/3r1p/1Rb1n1/P5/2B1N1/K5[] w	12	1	((2, 1), (2, 2), None)	1984	10	1
5k/3r1p/2n3/1B1N2/P5/K5[Br] w	12	1	('drop', 'wB'  , (3, 2))	1024	10	1
5k/3r1p/2n3/6/P1B3/K5[BRn] w	12	1	((4, 2), (3, 1), None)	1435	10	1
5k/3r1p/3r2/nB4/PB4/K1N3[] w	12	1	((4, 1), (2, 3), None)	1000000	2	1
5k/3r1p/4n1/3N2/P1B3/K5[Br] w	12	1	('drop', 'wB'  , (4, 1))	347	10	1
5k/3r1p/6/1B4/PK4/6[NBnr] b	11	1	((1, 3), (4, 3), None)	-510	10	1
5k/3r1p/6/2B3/PK4/3B2[Nnr] b	11	1	('drop', 'bN'  , (1, 4))	-366	10	1
5k/3r1p/6/4N1/PK4/3B2[Bnr] b	11	1	((1, 3), (3, 3), None)	-916	10	1
5k/3r1p/6/6/PK4/3B2[NBnr] w	10	1	('drop', 'wB'  , (3, 2))	-461	6	1
5k/3r1p/6/6/PK4/3B2[NBnr] w	10	2	((5, 3), (3, 1), None)	-560	6	1
5k/3r1p/6/6/PK4/3B2[NBnr] w	10	3	((5, 3), (2, 0), None)	-679	6	1
5k/3r1p/6/6/PK4/3B2[NBnr] w	10	4	((5, 3), (4, 2), None)	-810	6	1
5k/3r1p/6/6/PK4/3B2[NBnr] w	10	5	('drop', 'wN'  , (3, 4))	-906	6	1
5k/3r1p/6/6/PK4/3B2[NBnr] w	10	6	('drop', 'wB'  , (2, 0))	-948	6	1
5k/3r1p/6/6/PKB3/6[NBnr] b	11	1	((1, 3), (1, 1), None)	-676	10	1
5k/3r1p/6/nB4/P5/K1N3[Br] w	10	1	('drop', 'wB'  , (4, 1))	883	10	1
5k/3r1p/6/nBr3/PB4/K1N3[] w	12	1	((4, 1), (3, 2), None)	1000000	2	1
5k/3r1p/B5/6/PK4/3B2[Nnr] b	11	1	((1, 5), (2, 5), None)	-983	10	1
5k/3r1p/B5/6/PK4/6[NBnr] b	11	1	('drop', 'bR'  , (4, 5))	-693	10	1
5k/3r1p/BR2b1/6/PK4/2N3[N] w	12	1	((2, 1), (0, 1), None)	1550	10	1
5k/3r1p/BR2b1/K5/P5/2N3[N] w	10	1	((2, 1), (0, 1), None)	1658	10	1
5k/3r1p/PRb3/6/2Bn2/K1N3[] w	12	1	((2, 1), (0, 1), None)	144	10	1
5k/3r1p/R3n1/6/N1B3/K5[Bp] w	12	1	((4, 0), (2, 1), None)	1049	10	1
5k/3r1p/b1B1n1/1N4/P5/KR4[] b	11	1	((1, 3), (0, 3), None)	-20	10	1
5k/3r1p/b1B1n1/1N4/PK4/1R4[] b	11	1	((1, 3), (0, 3), None)	-51	10	1
5k/3r1p/b1R3/1N4/P5/K5[Nb] b	11	1	((2, 0), (1, 1), None)	-531	10	1
5k/3r1p/b1R3/6/P1B1N1/K5[N] w	10	1	((2, 2), (2, 0), None)	1000000	8	1
5k/3r1p/b1n3/1N4/P5/1KR3[b] b	11	1	((2, 0), (3, 1), None)	-1988	10	1
5k/3r1p/b1n3/1N4/P5/K1R3[b] w	10	1	((5, 2), (2, 2), None)	-247	6	1
5k/3r1p/b1n3/1N4/P5/K1R3[b] w	10	2	((5, 0), (5, 1), None)	-1291	6	1
5k/3r1p/b1n3/1N4/P5/K1R3[b] w	10	3	((5, 2), (5, 5), None)	-1972	6	1
5k/3r1p/b1n3/1N4/P5/K1R3[b] w	10	4	((3, 1), (2, 3), None)	-2424	6	1
5k/3r1p/b1n3/1N4/P5/K1R3[b] w	10	5	((5, 2), (5, 4), None)	-2841	6	1
5k/3r1p/b1n3/1N4/P5/K1R3[b] w	10	6	((4, 0), (3, 0), None)	-2993	6	1
5k/3r1p/b1n3/1N4/P5/K3R1[b] b	11	1	((2, 0), (3, 1), None)	-1000000	6	1
5k/3r1p/b1n3/1N4/P5/K4R[b] b	11	1	('drop', 'bB'  , (3, 2))	-1000000	8	1
5k/3r1p/b1n3/PN4/6/K1R3[b] b	11	1	((2, 0), (3, 1), None)	-1000000	9	1
5k/3r1p/b1nN2/6/P5/K1R3[b] b	11	1	('drop', 'bB'  , (4, 1))	-1000000	8	1
5k/3r1p/b3n1/1N4/P5/KR3B[] b	11	1	((2, 0), (3, 1), None)	-675	10	1
5k/3r1p/b3n1/1N4/PK4/1R3B[] w	10	1	((5, 1), (5, 2), None)	-189	6	1
5k/3r1p/b3n1/1N4/PK4/1R3B[] w	10	2	((4, 1), (5, 0), None)	-234	6	1
5k/3r1p/b3n1/1N4/PK4/1R3B[] w	10	3	((5, 5), (0, 0), None)	-241	6	1
5k/3r1p/b3n1/1N4/PK4/1R3B[] w	10	4	((4, 1), (3, 0), None)	-271	6	1
5k/3r1p/b3n1/1N4/PK4/1R3B[] w	10	5	((5, 5), (2, 2), None)	-281	6	1
5k/3r1p/b3n1/1N4/PK4/1R3B[] w	10	6	((5, 1), (5, 4), None)	-287	6	1
5k/3r1p/b3n1/1N4/PK4/2R2B[] b	11	1	((2, 4), (4, 3), None)	-172	10	1
5k/3r1p/b3n1/1N4/PK4/4RB[] b	11	1	((2, 4), (4, 5), None)	-152	10	1
5k/3r1p/b3n1/KN4/P5/1R3B[] b	11	1	((2, 0), (3, 1), None)	-139	10	1
5k/3r2/4Bp/P5/6/K1N3[NBr] b	11	1	((1, 3), (5, 3), None)	459	6	1
5k/3r2/4Bp/P5/6/K1N3[NBr] b	11	2	((1, 3), (1, 4), None)	527	6	1
5k/3r2/4Bp/P5/6/K1N3[NBr] b	11	3	((1, 3), (1, 1), None)	806	6	1
5k/3r2/4Bp/P5/6/K1N3[NBr] b	11	4	((1, 3), (2, 3), None)	1056	6	1
5k/3r2/4Bp/P5/6/K1N3[NBr] b	11	5	((0, 5), (1, 4), None)	1057	6	1
5k/3r2/4Bp/P5/6/K1N3[NBr] b	11	6	((1, 3), (1, 0), None)	1327	6	1
5k/3r2/4np/P5/2B3/K1N3[Br] w	10	1	((4, 2), (2, 4), None)	625	10	1
5k/3rn1/4R1/2B3/P5/K1N3[Pb] w	12	1	((2, 4), (1, 4), None)	1469	10	1
5k/3rrp/2N1b1/2B3/PK4/2N3[] w	12	1	((2, 2), (1, 4), None)	987	10	1
5k/3rrp/6/nB4/PB4/K1N3[] w	12	1	((4, 1), (3, 0), None)	1567	10	1
5k/4B1/4np/6/P5/KRN1r1[b] b	11	1	((0, 5), (1, 4), None)	-401	10	1
5k/4Bp/1N1bn1/6/PR2r1/K5[] b	11	1	((2, 3), (1, 4), None)	-1336	10	1
5k/4Bp/1N2n1/6/P3r1/KR4[B] b	11	1	((0, 5), (1, 4), None)	-108	10	1
5k/4Bp/1N2n1/6/P3r1/KR4[b] b	9	1	((0, 5), (1, 4), None)	-1717	10	1
5k/4Bp/2n2R/3r2/P5/K5[nb] b	11	1	((2, 2), (1, 4), None)	-3865	10	1
5k/4Bp/2n3/3r2/P5/K1R3[nb] b	11	1	((2, 2), (1, 4), None)	-1000000	7	1
5k/4Bp/2n3/Pr4/6/K1N3[br] b	11	1	((0, 5), (1, 4), None)	-4425	10	1
5k/4Bp/4n1/6/P3r1/KR4[nb] b	11	1	((0, 5), (1, 4), None)	-1000000	9	1
5k/4Bp/4n1/6/P5/KRN1r1[b] b	9	1	((0, 5), (0, 4), None)	-531	10	1
5k/4Bp/4r1/4n1/P5/K1NB2[r] b	9	1	((2, 4), (1, 4), None)	-1000000	9	1
5k/4Bp/B1n3/6/4r1/KR4[pn] b	9	1	((0, 5), (1, 4), None)	-1000000	10	1
5k/4Np/1R4/1b2n1/P5/K5[Rb] b	11	1	('drop', 'bB'  , (3, 2))	-1932	10	1
5k/4Np/1Rn3/4r1/P1b3/K5[b] b	9	1	('drop', 'bB'  , (3, 2))	-1000000	2	1
5k/4Np/1Rn3/P3r1/2b3/K5[b] b	11	1	((3, 4), (3, 0), None)	-1000000	1	1
5k/4Np/2b3/3Nr1/P5/K2B2[r] b	9	1	((2, 2), (3, 3), None)	-1867	10	1
5k/4Np/2b3/4r1/P5/K2B2[Nr] b	9	1	((3, 4), (1, 4), None)	-2221	10	1
5k/4Np/2b3/4r1/PK4/2NB2[r] b	9	1	('drop', 'bR'  , (4, 5))	-2471	10	1
5k/4Np/2b3/6/P5/1KNBr1[r] b	9	1	((0, 5), (1, 4), None)	-1000000	10	1
5k/4Np/2n1b1/4r1/P1B3/K4R[] b	7	1	((0, 5), (1, 4), None)	-1459	10	1
5k/4Np/2n1b1/4r1/P1B3/KR4[] b	9	1	((0, 5), (1, 4), None)	-1858	10	1
5k/4Np/2n1b1/6/P1B1r1/1KR3[] b	9	1	((2, 4), (4, 2), None)	-2583	10	1
5k/4Np/2n1b1/6/P1r3/K1R3[b] b	11	1	((4, 2), (5, 2), None)	-1000000	1	1
5k/4Np/2n1b1/P3r1/2B3/K1R3[] b	9	1	((3, 4), (3, 0), None)	-1000000	6	1
5k/4Np/2n3/1B2r1/P5/K2b2[r] b	9	1	('drop', 'bR'  , (5, 2))	-1000000	1	1
5k/4Np/2n3/1b2r1/P5/KB4[r] b	9	1	((0, 5), (1, 4), None)	-1000000	7	1
5k/4Np/2n3/1b4/P1B1r1/2K3[r] b	11	1	((4, 4), (4, 2), None)	-1000000	2	1
5k/4Np/2n3/2R1r1/P1b3/K5[b] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	1	1
5k/4Np/2n3/4r1/PRb3/K5[b] b	9	1	((3, 4), (5, 4), None)	-1000000	2	1
5k/4Np/2n3/4rb/P1B3/K2R2[] b	7	1	((3, 5), (5, 3), None)	-1458	10	1
5k/4Np/2n3/P1R1r1/6/K2b2[b] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	5	1
5k/4Np/2r1b1/3N2/PKB3/6[r] b	11	1	((2, 2), (2, 3), None)	-1243	10	1
5k/4Np/3Kb1/6/P1B3/1r4[Nr] b	11	1	((2, 4), (4, 2), None)	-2010	10	1
5k/4Np/3n2/2b3/P5/K2B2[RR] w	12	1	((5, 0), (5, 1), None)	990	10	1
5k/4Np/3n2/6/P5/K2B2[RRb] b	11	1	((0, 5), (1, 4), None)	594	6	1
5k/4Np/3n2/6/P5/K2B2[RRb] b	11	2	('drop', 'bB'  , (3, 2))	1124	6	1
5k/4Np/3n2/6/P5/K2B2[RRb] b	11	3	((2, 3), (1, 1), None)	1524	6	1
5k/4Np/3n2/6/P5/K2B2[RRb] b	11	4	((2, 3), (0, 4), None)	1655	6	1
5k/4Np/3n2/6/P5/K2B2[RRb] b	11	5	((0, 5), (0, 4), None)	1655	6	1
5k/4Np/3n2/6/P5/K2B2[RRb] b	11	6	('drop', 'bB'  , (1, 3))	1667	6	1
5k/4Np/3nb1/P1R1r1/6/K2B2[] b	9	1	((3, 4), (3, 2), None)	-1000000	9	1
5k/4Np/4b1/1P1Nr1/2K3/3B2[r] b	11	1	((1, 5), (2, 5), None)	-1464	10	1
5k/4Np/4b1/3Nr1/PKB3/6[r] b	9	1	((3, 4), (4, 4), None)	-1598	10	1
5k/4Np/4b1/4r1/PK4/1R1B2[n] b	9	1	((0, 5), (1, 4), None)	-3299	10	1
5k/4Np/4b1/4r1/PKB3/6[Nr] b	9	1	((3, 4), (4, 4), None)	-2082	10	1
5k/4Np/4b1/6/P5/K1RBr1[n] b	9	1	((0, 5), (1, 4), None)	-3035	10	1
5k/4Np/4b1/6/PK4/1R1Br1[n] b	9	1	((2, 4), (5, 1), None)	-3100	10	1
5k/4Np/4b1/n3r1/P1B3/K2R2[] b	9	1	((2, 4), (4, 2), None)	-1000000	8	1
5k/4Np/4b1/n3r1/P5/K1RB2[] b	9	1	((0, 5), (1, 4), None)	-1061	10	1
5k/4Np/4b1/n3r1/P5/KBR3[] b	9	1	((2, 4), (5, 1), None)	-1463	10	1
5k/4Np/4b1/nB2r1/P5/K1R3[] b	9	1	((0, 5), (1, 4), None)	-1094	10	1
5k/4Np/4r1/6/P5/K2B2[NBr] b	11	1	('drop', 'bR'  , (5, 2))	-695	10	1
5k/4Np/5R/1b2n1/P5/K5[Rb] w	12	1	((4, 0), (3, 1), None)	743	10	1
5k/4Np/6/6/Pnr3/K5[Bbr] b	11	1	('drop', 'bR'  , (5, 2))	-1000000	5	1
5k/4Np/6/n3rb/P1B3/K1R3[] b	9	1	((3, 0), (4, 2), None)	-1542	10	1
5k/4Np/b1R3/3r2/P5/K5[nb] b	11	1	('drop', 'bN'  , (4, 2))	-1000000	9	1
5k/4Np/b1n3/1R2r1/P1B3/K5[] b	7	1	((3, 4), (1, 4), None)	-3540	10	1
5k/4Np/b1n3/1R2r1/P5/K2B2[] b	9	1	((2, 0), (3, 1), None)	-1940	10	1
5k/4Np/b1n3/1R4/P1B1r1/1K4[] b	9	1	((0, 5), (1, 4), None)	-1000000	9	1
5k/4Np/b1n3/2R1r1/P5/K5[b] b	9	1	((3, 4), (5, 4), None)	-1000000	2	1
5k/4Np/b1n3/4r1/2B3/KR4[p] b	9	1	((3, 4), (3, 0), None)	-1000000	1	1
5k/4Np/b1n3/PR2r1/2B3/K5[] b	9	1	((3, 4), (1, 4), None)	-3225	10	1
5k/4Np/b1n3/PR2r1/6/K2B2[] b	7	1	((2, 0), (3, 1), None)	-2004	10	1
5k/4Np/b5/1N2r1/P5/K2B2[r] b	9	1	((0, 5), (1, 4), None)	-2442	10	1
5k/4Rp/2b1n1/6/P1B3/K1N3[R] b	9	1	((0, 5), (1, 4), None)	52	6	1
5k/4Rp/2b1n1/6/P1B3/K1N3[R] b	9	2	((2, 2), (4, 0), None)	1400	6	1
5k/4Rp/2b1n1/6/P1B3/K1N3[R] b	9	3	((2, 4), (0, 3), None)	1713	6	1
5k/4Rp/2b1n1/6/P1B3/K1N3[R] b	9	4	((2, 2), (0, 4), None)	1919	6	1
5k/4Rp/2b1n1/6/P1B3/K1N3[R] b	9	5	((2, 2), (3, 1), None)	2324	6	1
5k/4Rp/2b1n1/6/P1B3/K1N3[R] b	9	6	((2, 4), (3, 2), None)	1000000	6	1
5k/4Rp/2b3/2n3/P1B3/K1N3[R] w	10	1	((1, 4), (1, 5), None)	1000000	2	1
5k/4Rp/2n1b1/3N2/P5/K2B2[R] w	10	1	('drop', 'wR'  , (0, 4))	1000000	1	1
5k/4Rp/2n1b1/6/P1N3/K2R2[b] b	9	1	('drop', 'bB'  , (4, 1))	-1000000	6	1
5k/4Rp/2n3/3N1b/P5/K2B2[R] w	10	1	('drop', 'wR'  , (0, 4))	1000000	1	1
5k/4Rp/2n3/5b/P1B3/1KN3[R] w	12	1	('drop', 'wR'  , (0, 4))	1000000	1	1
5k/4Rp/2n3/5b/P1B3/K1N3[R] w	10	1	('drop', 'wR'  , (0, 4))	1000000	1	1
5k/4Rp/4n1/1b4/P1B3/K1N3[R] w	10	1	((1, 4), (2, 4), None)	1000000	9	1
5k/4Rp/4n1/6/PBr3/K1N3[b] w	12	1	((1, 4), (2, 4), None)	1000000	3	1
5k/4Rp/4n1/6/b1B3/K1N3[Rp] w	10	1	('drop', 'wR'  , (1, 1))	2324	10	1
5k/4Rp/4r1/6/b5/K2B2[Npn] b	9	1	((2, 4), (1, 4), None)	-2230	10	1
5k/4Rp/6/1b2n1/P5/K1N3[Rb] b	11	1	('drop', 'bB'  , (3, 2))	-1189	10	1
5k/4Rp/6/1n3b/P1B3/1KN3[R] w	12	1	('drop', 'wR'  , (0, 4))	1000000	1	1
5k/4Rp/6/1n3b/P1B3/K1N3[R] w	10	1	((5, 2), (3, 1), None)	1921	10	1
5k/4Rp/B1b3/4n1/P5/K1N3[R] b	11	1	((0, 5), (1, 4), None)	50	10	1
5k/4Rp/b3n1/6/P1B3/K1N3[R] w	10	1	('drop', 'wR'  , (0, 4))	1000000	1	1
5k/4b1/2nR1p/6/P5/K1NR2[B] w	12	1	('drop', 'wB'  , (3, 2))	2181	10	1
5k/4bp/1N1Bn1/1R4/P3r1/K5[] b	11	1	((1, 4), (2, 3), None)	-2033	10	1
5k/4bp/1N1Bn1/6/P3r1/KR4[] w	10	1	((2, 3), (1, 4), None)	-136	6	1
5k/4bp/1N1Bn1/6/P3r1/KR4[] w	10	2	((2, 1), (1, 3), None)	-154	6	1
5k/4bp/1N1Bn1/6/P3r1/KR4[] w	10	3	((2, 1), (0, 2), None)	-321	6	1
5k/4bp/1N1Bn1/6/P3r1/KR4[] w	10	4	((2, 1), (4, 2), None)	-321	6	1
5k/4bp/1N1Bn1/6/P3r1/KR4[] w	10	5	((2, 3), (4, 1), None)	-412	6	1
5k/4bp/1N1Bn1/6/P3r1/KR4[] w	10	6	((5, 1), (3, 1), None)	-1762	6	1
5k/4bp/1N2n1/1R4/P3r1/1K4[B] b	11	1	((2, 4), (4, 3), None)	-555	10	1
5k/4bp/1N2n1/1R4/PB2r1/K5[] b	11	1	((4, 4), (5, 4), None)	-1000000	1	1
5k/4bp/1N2n1/1RB3/P3r1/K5[] b	11	1	((1, 4), (3, 2), None)	-1000000	9	1
5k/4bp/1N2n1/2R3/P3r1/K5[B] b	11	1	((1, 4), (3, 2), None)	-1000000	2	1
5k/4bp/1N2n1/6/PB2r1/KR4[] b	11	1	((1, 4), (4, 1), None)	-614	10	1
5k/4bp/1N2n1/6/PR2r1/K5[B] b	11	1	((1, 4), (4, 1), None)	-1000000	2	1
5k/4bp/1N2n1/B5/PR2r1/K5[] b	11	1	((4, 4), (5, 4), None)	-1000000	1	1
5k/4bp/1Rn3/2R2b/P3N1/K5[] b	11	1	((3, 5), (4, 4), None)	-3067	10	1
5k/4bp/2R3/P1N2b/6/K1Nr2[] b	11	1	((5, 3), (5, 2), None)	-2330	10	1
5k/4bp/2R3/P4b/1N4/K1Nr2[] b	11	1	((3, 5), (1, 3), None)	-1247	10	1
5k/4bp/2R3/P4b/6/1KNr2[N] b	11	1	((3, 5), (2, 4), None)	-751	10	1
5k/4bp/2R3/P4b/6/K1Nr2[N] w	10	1	((5, 0), (5, 1), None)	-522	6	1
5k/4bp/2R3/P4b/6/K1Nr2[N] w	10	2	('drop', 'wN'  , (4, 1))	-1007	6	1
5k/4bp/2R3/P4b/6/K1Nr2[N] w	10	3	((5, 0), (4, 0), None)	-1159	6	1
5k/4bp/2R3/P4b/6/K1Nr2[N] w	10	4	('drop', 'wN'  , (3, 2))	-1498	6	1
5k/4bp/2R3/P4b/6/K1Nr2[N] w	10	5	('drop', 'wN'  , (2, 3))	-1864	6	1
5k/4bp/2R3/P4b/6/K1Nr2[N] w	10	6	((2, 2), (2, 3), None)	-1000000	6	1
5k/4bp/2R3/P4b/K5/2Nr2[N] b	11	1	((3, 5), (1, 3), None)	-1265	10	1
5k/4bp/2RN2/P4b/6/K1Nr2[] b	11	1	((5, 3), (2, 3), None)	-1000000	10	1
5k/4bp/2n1b1/6/P1N2R/1K1R2[] b	11	1	((2, 2), (3, 0), None)	-1129	10	1
5k/4bp/2n1b1/P2R2/1R2N1/1K4[] b	11	1	((2, 4), (3, 3), None)	-1000000	9	1
5k/4bp/2n1b1/P5/1R2N1/2K3[R] b	11	1	((1, 4), (4, 1), None)	-1000000	9	1
5k/4bp/2n1b1/P5/1R2N1/K5[R] b	11	1	((1, 4), (4, 1), None)	-1570	10	1
5k/4bp/2n1b1/P5/1RR1N1/1K4[] b	11	1	((1, 4), (4, 1), None)	-1000000	4	1
5k/4bp/2n1b1/P5/2R1N1/1K4[R] b	11	1	((2, 2), (3, 0), None)	-1670	10	1
5k/4bp/2n1b1/P5/KR2N1/6[R] b	11	1	((1, 4), (4, 1), None)	-1174	10	1
5k/4bp/2n3/1RR2b/P3N1/K5[] b	11	1	((3, 5), (4, 4), None)	-1512	10	1
5k/4bp/2n3/2R2b/P3N1/K1R3[] b	11	1	((3, 5), (4, 4), None)	-2670	10	1
5k/4bp/2n3/2R2b/P3N1/KR4[] w	10	1	((5, 1), (1, 1), None)	-867	6	1
5k/4bp/2n3/2R2b/P3N1/KR4[] w	10	2	((5, 1), (3, 1), None)	-1423	6	1
5k/4bp/2n3/2R2b/P3N1/KR4[] w	10	3	((5, 1), (4, 1), None)	-1735	6	1
5k/4bp/2n3/2R2b/P3N1/KR4[] w	10	4	((5, 1), (5, 2), None)	-1735	6	1
5k/4bp/2n3/2R2b/P3N1/KR4[] w	10	5	((5, 1), (2, 1), None)	-1736	6	1
5k/4bp/2n3/2R2b/P3N1/KR4[] w	10	6	((4, 4), (2, 3), None)	-1742	6	1
5k/4bp/2n3/2R2b/PR2N1/K5[] b	11	1	((3, 5), (4, 4), None)	-1000000	10	1
5k/4bp/2n3/6/P5/K1NR2[BR] w	10	1	('drop', 'wR'  , (2, 3))	667	10	1
5k/4bp/2nN2/2R2b/P5/KR4[] b	11	1	((1, 4), (2, 3), None)	-1000000	9	1
5k/4bp/2nNb1/6/P4R/K2R2[] b	11	1	((2, 2), (3, 4), None)	-1000	10	1
5k/4bp/2nR2/6/P5/K1NR2[B] b	11	1	((2, 2), (3, 4), None)	622	6	1
5k/4bp/2nR2/6/P5/K1NR2[B] b	11	2	((2, 2), (3, 0), None)	629	6	1
5k/4bp/2nR2/6/P5/K1NR2[B] b	11	3	((1, 4), (2, 3), None)	870	6	1
5k/4bp/2nR2/6/P5/K1NR2[B] b	11	4	((2, 2), (1, 0), None)	948	6	1
5k/4bp/2nR2/6/P5/K1NR2[B] b	11	5	((2, 2), (0, 3), None)	1403	6	1
5k/4bp/2nR2/6/P5/K1NR2[B] b	11	6	((1, 5), (2, 5), None)	1533	6	1
5k/4bp/2nRb1/6/P1N2R/K5[] b	11	1	((1, 4), (2, 3), None)	-1000000	2	1
5k/4bp/3Bn1/1N4/P5/KR2r1[] b	11	1	((1, 4), (2, 3), None)	-684	10	1
5k/4bp/3Bn1/6/P1N1r1/KR4[] b	11	1	((1, 4), (2, 3), None)	-1336	10	1
5k/4bp/3Bn1/P5/6/KRN1r1[] b	11	1	((1, 4), (2, 3), None)	-1000000	7	1
5k/4bp/3Nn1/6/P5/KR2r1[B] b	11	1	((1, 4), (2, 3), None)	-1000000	2	1
5k/4bp/3R2/4n1/P5/K1NR2[B] w	12	1	('drop', 'wB'  , (4, 1))	622	10	1
5k/4bp/3R2/P4b/6/K1Nr2[N] b	11	1	((1, 4), (2, 3), None)	-1000000	5	1
5k/4bp/3R2/n5/P5/K1NR2[B] w	12	1	((5, 2), (4, 4), None)	640	10	1
5k/4bp/4n1/1N4/PB4/KR2r1[] b	11	1	((1, 4), (4, 1), None)	-603	10	1
5k/4bp/4n1/1NB3/P5/KR2r1[] b	11	1	((1, 4), (3, 2), None)	-1000000	1	1
5k/4bp/4n1/P1B3/6/KRN1r1[] b	11	1	((1, 4), (3, 2), None)	-1000000	7	1
5k/4bp/4n1/P5/1B4/KRN1r1[] b	11	1	((2, 4), (3, 2), None)	-672	10	1
5k/4bp/4n1/P5/1R4/K1N1r1[B] b	11	1	((5, 4), (5, 2), None)	-1000000	10	1
5k/4bp/4n1/P5/K5/1RN1r1[B] b	11	1	((2, 4), (3, 2), None)	-2700	10	1
5k/4bp/6/2N1r1/P2n2/KR4[B] b	11	1	((1, 4), (3, 2), None)	-1000000	2	1
5k/4bp/6/4r1/PN1n2/KR4[B] b	11	1	((4, 3), (5, 1), None)	-1447	10	1
5k/4bp/N2B2/4r1/P2n2/KR4[] b	11	1	((1, 4), (2, 3), None)	-1000000	5	1
5k/4bp/N5/2B1r1/P2n2/KR4[] b	11	1	((3, 4), (3, 2), None)	-1000000	8	1
5k/4bp/N5/4r1/PB1n2/KR4[] b	11	1	((4, 3), (5, 1), None)	-836	10	1
5k/4bp/N5/4r1/PR1n2/K5[B] b	11	1	((3, 4), (5, 4), None)	-1000000	2	1
5k/4n1/4R1/2B3/P5/K1Nr2[Pb] w	12	1	((3, 2), (1, 4), None)	830	10	1
5k/4np/1K1Nb1/4r1/P1B3/1R4[] b	11	1	((2, 4), (4, 2), None)	-471	10	1
5k/4np/1K2B1/1N2r1/P5/1R4[B] b	11	1	((3, 4), (2, 4), None)	-379	10	1
5k/4np/1K2B1/4r1/P5/R1N3[B] b	11	1	((3, 4), (2, 4), None)	-458	10	1
5k/4np/1K2B1/P3r1/6/1RN3[B] b	11	1	((3, 4), (2, 4), None)	-259	10	1
5k/4np/1K2b1/1B2r1/P5/R1N3[] b	11	1	((1, 4), (0, 2), None)	-580	10	1
5k/4np/1K2b1/1B4/P5/1RN2r[] w	10	1	((5, 1), (5, 0), None)	-606	6	1
5k/4np/1K2b1/1B4/P5/1RN2r[] w	10	2	((5, 1), (4, 1), None)	-1164	6	1
5k/4np/1K2b1/1B4/P5/1RN2r[] w	10	3	((3, 1), (2, 2), None)	-1553	6	1
5k/4np/1K2b1/1B4/P5/1RN2r[] w	10	4	((2, 1), (3, 2), None)	-1635	6	1
5k/4np/1K2b1/1B4/P5/1RN2r[] w	10	5	((2, 1), (3, 0), None)	-1635	6	1
5k/4np/1K2b1/1B4/P5/1RN2r[] w	10	6	((2, 1), (1, 0), None)	-1953	6	1
5k/4np/1K2b1/1B4/P5/R1N2r[] b	11	1	((1, 4), (3, 3), None)	-863	10	1
5k/4np/1K2b1/1B4/PR4/2N2r[] b	11	1	((5, 5), (5, 2), None)	-1331	10	1
5k/4np/1K2b1/1N2r1/P1B3/1R4[] w	10	1	((5, 1), (5, 2), None)	-235	6	1
5k/4np/1K2b1/1N2r1/P1B3/1R4[] w	10	2	((3, 1), (2, 3), None)	-281	6	1
5k/4np/1K2b1/1N2r1/P1B3/1R4[] w	10	3	((3, 1), (5, 0), None)	-281	6	1
5k/4np/1K2b1/1N2r1/P1B3/1R4[] w	10	4	((4, 2), (2, 4), None)	-286	6	1
5k/4np/1K2b1/1N2r1/P1B3/1R4[] w	10	5	((5, 1), (4, 1), None)	-317	6	1
5k/4np/1K2b1/1N2r1/P1B3/1R4[] w	10	6	((5, 1), (5, 3), None)	-826	6	1
5k/4np/1K2b1/1N2r1/P1B3/2R3[] b	11	1	((1, 4), (3, 3), None)	-360	10	1
5k/4np/1K2b1/1N2r1/P1B3/3R2[] b	11	1	((1, 4), (0, 2), None)	-741	10	1
5k/4np/1K2b1/1N2r1/PRB3/6[] b	11	1	((2, 4), (3, 3), None)	-506	10	1
5k/4np/1K2b1/3Nr1/P1B3/3R2[] b	11	1	((2, 4), (3, 3), None)	-1316	10	1
5k/4np/1K2b1/3Nr1/P1B3/R5[] b	11	1	((1, 4), (3, 3), None)	-1569	10	1
5k/4np/1K2b1/4r1/P1B3/1RN3[] b	11	1	((2, 4), (4, 2), None)	-2104	10	1
5k/4np/1K2b1/4r1/P1B3/NR4[] b	11	1	((1, 4), (0, 2), None)	-276	10	1
5k/4np/1K2b1/4r1/P1B3/R1N3[] w	10	1	((4, 2), (2, 4), None)	-323	6	1
5k/4np/1K2b1/4r1/P1B3/R1N3[] w	10	2	((4, 2), (5, 3), None)	-338	6	1
5k/4np/1K2b1/4r1/P1B3/R1N3[] w	10	3	((4, 2), (5, 1), None)	-365	6	1
5k/4np/1K2b1/4r1/P1B3/R1N3[] w	10	4	((4, 2), (3, 1), None)	-632	6	1
5k/4np/1K2b1/4r1/P1B3/R1N3[] w	10	5	((4, 2), (2, 0), None)	-665	6	1
5k/4np/1K2b1/4r1/P1B3/R1N3[] w	10	6	((5, 2), (3, 3), None)	-1359	6	1
5k/4np/1K2b1/4r1/P5/R1NB2[] b	11	1	((3, 4), (5, 4), None)	-652	10	1
5k/4np/1K2b1/4r1/P5/RBN3[] b	11	1	((2, 4), (1, 3), None)	-545	10	1
5k/4np/1K2b1/P2Br1/6/1RN3[] b	11	1	((1, 4), (3, 3), None)	-1765	10	1
